"Environment and Climate Change Canada"
"Monthly Values for January - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"CHEMAINUS","48.935","-123.742","BC","4.9","0",NA,"12.5","0","-2.5","0","7.2","0",NA,"278.9","0",NA,"0.0","15","","",NA,"405.8","0.0","1011500"
"LAKE COWICHAN","48.829","-124.052","BC","4.1","15","0.6","12.0","11","-7.5","11","4.0","11",NA,"417.8","11",NA,"","15","","",NA,"223.2","0.0","1012055"
"DISCOVERY ISLAND","48.425","-123.226","BC","",,NA,"12.5","1","",,"",,NA,"",,NA,"","","",,NA,"","","1012475"
"DUNCAN KELVIN CREEK","48.735","-123.728","BC","3.9","0","0.4","12.0","0","-5.5","0","4.8","0","21.0","256.4","0","103.0","0.0","18","","",NA,"436.9","0.0","1012573"
"ESQUIMALT HARBOUR","48.432","-123.439","BC","6.4","0",NA,"12.2","0","0.1","0","",,NA,"75.4","0",NA,"","13","",,NA,"360.0","0.0","1012710"
"GALIANO NORTH","48.985","-123.573","BC","5.8","7",NA,"12.5","7","-1.5","7","0.0","7",NA,"175.4","7",NA,"","14","","",NA,"292.5","0.0","10130MN"
"MALAHAT","48.575","-123.530","BC","3.6","2",NA,"9.8","2","-3.0","0","",,NA,"156.2","9",NA,"","14","",,NA,"417.7","0.0","1014820"
"METCHOSIN","48.374","-123.561","BC","",,NA,"",,"",,"0.0","0","0.0","118.0","0","70.0","0.0","16","","",NA,"","","1015105"
"NORTH COWICHAN","48.824","-123.718","BC","",,NA,"",,"",,"6.4","0","45.0","229.4","0","118.0","0.0","16","","",NA,"","","1015628"
"NORTH COWICHAN","48.824","-123.719","BC","4.1","0",NA,"12.3","0","-7.4","0","",,NA,"217.8","0",NA,"","15","",,NA,"432.2","0.0","1015630"
"NORTH PENDER ISLAND","48.764","-123.287","BC","6.1","3",NA,"12.0","3","-0.5","3","0.0","3",NA,"121.6","3",NA,"0.0","16","","",NA,"334.4","0.0","1015638"
"RACE ROCKS","48.298","-123.531","BC","7.2","1",NA,"12.7","1","1.5","0","",,NA,"",,NA,"","","",,NA,"325.3","0.0","1016640"
"SAANICHTON CDA","48.622","-123.419","BC","5.4","0","0.6","13.0","0","-1.5","0","0.0","0","0.0","138.8","0","96.0","0.0","16","","",NA,"391.8","0.0","1016940"
"SALTSPRING ST MARY'S L","48.888","-123.546","BC","5.0","4","0.8","11.5","4","-2.0","4","1.4","4",NA,"157.5","4",NA,"0.0","14","","",NA,"350.0","0.0","1016995"
"SAANICHTON MT NEWTON","48.598","-123.427","BC","",,NA,"",,"",,"0.0","22",NA,"84.0","22",NA,"","9","","",NA,"","","1016RM0"
"SATURNA CAPMON CS","48.775","-123.128","BC","4.7","0",NA,"11.7","0","-2.4","0","",,NA,"100.9","0",NA,"","18","",,NA,"413.8","0.0","1017099"
"SATURNA ISLAND CS","48.784","-123.045","BC","6.6","0",NA,"13.2","0","0.4","0","",,NA,"77.4","1",NA,"","16","",,NA,"352.7","0.0","1017101"
"SHAWNIGAN LAKE","48.647","-123.626","BC","3.7","0","0.2","11.5","0","-5.5","0","4.8","0","24.0","242.0","0","112.0","0.0","18","","",NA,"444.4","0.0","1017230"
"SHERINGHAM POINT","48.377","-123.921","BC","6.6","28",NA,"9.3","28","3.3","26","",,NA,"18.8","28",NA,"","3","",,NA,"34.2","0.0","1017254"
"VICTORIA UNIVERSITY CS","48.457","-123.305","BC","6.1","1",NA,"13.5","1","-0.1","0","",,NA,"54.1","1",NA,"","11","",,NA,"357.0","0.0","1018598"
"VICTORIA FRANCIS PARK","48.476","-123.443","BC","",,NA,"",,"",,"0.0","21",NA,"69.2","21",NA,"","10","","",NA,"","","1018605"
"VICTORIA GONZALES CS","48.413","-123.325","BC","6.2","0",NA,"12.8","0","-0.5","0","",,NA,"34.4","9",NA,"","13","",,NA,"364.7","0.0","1018611"
"VICTORIA INTL A","48.647","-123.426","BC","4.6","0",NA,"12.8","0","-4.0","0","3.1","0",NA,"137.7","0",NA,"","17","",,NA,"414.8","0.0","1018621"
"BALLENAS ISLAND","49.350","-124.160","BC","6.0","1",NA,"12.1","1","0.0","0","",,NA,"90.8","2",NA,"","15","",,NA,"359.9","0.0","1020590"
"CAMPBELL RIVER A","49.952","-125.273","BC","2.4","0","0.0","11.9","0","-10.1","0","3.2","0","14.0","205.5","0","94.0","0.0","18","","",NA,"483.3","0.0","1021261"
